time (s),getData("/net03" ?result "tran") tp 1e-11  (V),time (s),getData("/net03" ?result "tran") tp 1.01e-09  (V),time (s),getData("/net03" ?result "tran") tp 2.01e-09  (V),time (s),getData("/net03" ?result "tran") tp 3.01e-09  (V),time (s),getData("/net03" ?result "tran") tp 4.01e-09  (V),time (s),getData("/net03" ?result "tran") tp 5.01e-09  (V),time (s),getData("/net03" ?result "tran") tp 6.01e-09  (V),time (s),getData("/net03" ?result "tran") tp 7.01e-09  (V),time (s),getData("/net03" ?result "tran") tp 8.01e-09  (V),time (s),getData("/net03" ?result "tran") tp 9.01e-09  (V),time (s),getData("/net03" ?result "tran") tp 1.001e-08  (V)
35.45E-9,0.000,36.68E-9,287.5E-3,38.63E-9,170.3E-3,40.21E-9,283.7E-3,42.40E-9,154.9E-3,44.92E-9,0.000,48.38E-9,91.67E-3,52.29E-9,94.72E-3,54.57E-9,340.5E-3,61.00E-9,21.97E-3,62.03E-9,336.7E-3
35.86E-9,0.000,36.70E-9,257.7E-3,38.78E-9,85.13E-3,40.39E-9,211.5E-3,42.66E-9,77.45E-3,45.00E-9,0.000,48.84E-9,0.000,52.84E-9,1.133E-15,54.89E-9,292.7E-3,61.28E-9,58.89E-3,62.46E-9,285.2E-3
36.66E-9,0.000,36.73E-9,223.3E-3,38.92E-9,0.000,40.62E-9,121.5E-3,42.92E-9,666.1E-18,45.06E-9,15.27E-3,48.94E-9,20.28E-3,52.96E-9,20.42E-3,55.35E-9,223.1E-3,61.54E-9,92.97E-3,63.04E-9,215.3E-3
38.26E-9,0.000,36.77E-9,178.3E-3,38.97E-9,0.000,40.77E-9,60.74E-3,43.01E-9,0.000,45.17E-9,41.04E-3,49.10E-9,52.65E-3,53.15E-9,53.15E-3,55.92E-9,137.5E-3,62.05E-9,161.1E-3,63.81E-9,123.5E-3
39.86E-9,0.000,36.82E-9,113.5E-3,39.03E-9,0.000,40.92E-9,0.000,43.14E-9,0.000,45.25E-9,59.19E-3,49.25E-9,81.21E-3,53.32E-9,82.21E-3,56.38E-9,68.76E-3,62.98E-9,285.2E-3,64.33E-9,61.73E-3
41.46E-9,0.000,36.87E-9,56.76E-3,39.10E-9,0.000,40.99E-9,0.000,43.26E-9,0.000,45.40E-9,95.48E-3,49.53E-9,138.3E-3,53.66E-9,140.3E-3,56.84E-9,1.983E-15,63.78E-9,391.5E-3,64.84E-9,1.332E-15
43.06E-9,0.000,36.92E-9,3.553E-15,39.22E-9,0.000,41.07E-9,0.000,43.49E-9,0.000,45.70E-9,168.1E-3,50.10E-9,252.6E-3,54.34E-9,256.6E-3,56.97E-9,19.18E-3,64.22E-9,450.1E-3,64.95E-9,12.88E-3
44.03E-9,0.000,36.94E-9,0.000,39.47E-9,0.000,41.15E-9,0.000,43.96E-9,0.000,46.14E-9,274.0E-3,50.63E-9,356.5E-3,54.95E-9,361.1E-3,57.15E-9,46.27E-3,64.48E-9,484.9E-3,65.15E-9,37.36E-3
45.00E-9,0.000,36.97E-9,0.000,39.96E-9,0.000,41.30E-9,0.000,44.48E-9,0.000,46.60E-9,382.2E-3,51.21E-9,473.2E-3,55.63E-9,477.6E-3,57.31E-9,70.70E-3,64.69E-9,512.9E-3,65.34E-9,59.37E-3
45.01E-9,696.0E-3,36.99E-9,0.000,40.95E-9,0.000,41.62E-9,0.000,45.00E-9,0.000,46.88E-9,451.0E-3,51.40E-9,511.5E-3,55.85E-9,515.0E-3,57.64E-9,119.6E-3,64.92E-9,543.5E-3,65.70E-9,103.4E-3
45.01E-9,1.200,37.04E-9,0.000,42.55E-9,0.000,42.24E-9,0.000,45.10E-9,28.65E-3,47.04E-9,489.4E-3,51.57E-9,544.5E-3,56.04E-9,547.8E-3,58.29E-9,217.3E-3,65.15E-9,573.8E-3,66.44E-9,191.4E-3
45.01E-9,1.200,37.14E-9,0.000,43.77E-9,0.000,43.49E-9,0.000,45.28E-9,85.15E-3,47.18E-9,521.4E-3,51.73E-9,576.6E-3,56.22E-9,579.0E-3,58.99E-9,322.3E-3,65.38E-9,604.0E-3,67.33E-9,298.9E-3
45.01E-9,1.200,37.33E-9,0.000,45.00E-9,0.000,45.00E-9,0.000,45.45E-9,135.5E-3,47.32E-9,555.8E-3,51.85E-9,600.1E-3,56.42E-9,612.0E-3,59.74E-9,434.8E-3,65.56E-9,628.2E-3,68.24E-9,408.1E-3
45.01E-9,1.200,37.72E-9,0.000,45.10E-9,60.27E-3,45.14E-9,55.96E-3,45.79E-9,236.3E-3,47.46E-9,589.4E-3,51.98E-9,626.7E-3,56.56E-9,636.8E-3,60.02E-9,476.6E-3,65.72E-9,650.3E-3,68.65E-9,456.7E-3
45.01E-9,1.200,38.48E-9,0.000,45.27E-9,161.8E-3,45.38E-9,152.6E-3,46.16E-9,347.3E-3,47.61E-9,624.2E-3,52.10E-9,650.2E-3,56.69E-9,659.3E-3,60.23E-9,507.4E-3,65.89E-9,672.0E-3,68.92E-9,488.9E-3
45.02E-9,1.200,40.02E-9,0.000,45.48E-9,288.7E-3,45.67E-9,265.2E-3,46.54E-9,462.0E-3,47.72E-9,650.5E-3,52.20E-9,671.0E-3,56.82E-9,681.1E-3,60.47E-9,544.2E-3,66.08E-9,697.9E-3,69.16E-9,518.2E-3
45.02E-9,1.200,41.62E-9,0.000,45.68E-9,404.4E-3,45.95E-9,380.0E-3,46.68E-9,504.2E-3,47.81E-9,672.9E-3,52.30E-9,691.5E-3,56.96E-9,704.9E-3,60.67E-9,574.3E-3,66.24E-9,719.3E-3,69.41E-9,548.1E-3
45.04E-9,1.200,43.22E-9,0.000,45.79E-9,473.0E-3,46.15E-9,458.6E-3,46.80E-9,538.4E-3,47.91E-9,696.0E-3,52.41E-9,711.9E-3,57.08E-9,726.3E-3,60.82E-9,597.0E-3,66.50E-9,753.2E-3,69.67E-9,579.3E-3
45.05E-9,1.200,44.11E-9,0.000,45.87E-9,516.6E-3,46.26E-9,500.8E-3,46.92E-9,573.7E-3,48.00E-9,718.6E-3,52.53E-9,736.0E-3,57.31E-9,765.2E-3,60.99E-9,621.4E-3,66.90E-9,807.2E-3,69.89E-9,605.5E-3
45.06E-9,1.200,45.00E-9,0.000,45.96E-9,570.4E-3,46.35E-9,537.0E-3,47.01E-9,603.0E-3,48.09E-9,741.2E-3,52.75E-9,780.7E-3,57.60E-9,815.1E-3,61.14E-9,644.6E-3,67.33E-9,864.7E-3,70.09E-9,629.5E-3
45.07E-9,1.200,45.06E-9,74.79E-3,46.02E-9,610.7E-3,46.44E-9,574.1E-3,47.12E-9,635.1E-3,48.26E-9,781.3E-3,53.01E-9,832.9E-3,57.98E-9,879.6E-3,61.28E-9,664.8E-3,67.95E-9,947.4E-3,70.27E-9,650.9E-3
45.08E-9,1.200,45.16E-9,192.1E-3,46.06E-9,635.1E-3,46.54E-9,615.5E-3,47.21E-9,661.4E-3,48.49E-9,836.5E-3,53.36E-9,903.3E-3,58.47E-9,963.0E-3,61.40E-9,682.9E-3,68.73E-9,1.051,70.46E-9,673.9E-3
45.09E-9,1.200,45.30E-9,351.9E-3,46.13E-9,674.5E-3,46.64E-9,652.7E-3,47.28E-9,683.4E-3,48.78E-9,906.1E-3,53.81E-9,992.2E-3,59.11E-9,1.073,61.53E-9,702.9E-3,69.29E-9,1.126,70.66E-9,697.2E-3
45.10E-9,1.200,45.40E-9,471.1E-3,46.18E-9,702.5E-3,46.71E-9,681.1E-3,47.37E-9,708.1E-3,49.17E-9,997.7E-3,53.96E-9,1.022,59.48E-9,1.137,61.70E-9,728.2E-3,69.85E-9,1.200,70.84E-9,719.3E-3
45.11E-9,1.200,45.45E-9,531.9E-3,46.22E-9,726.8E-3,46.77E-9,704.0E-3,47.44E-9,730.2E-3,49.64E-9,1.112,54.25E-9,1.080,59.85E-9,1.200,62.01E-9,775.0E-3,70.01E-9,1.200,71.17E-9,758.5E-3
45.13E-9,1.200,45.49E-9,583.7E-3,46.27E-9,756.0E-3,46.84E-9,733.6E-3,47.52E-9,754.2E-3,50.01E-9,1.200,54.55E-9,1.140,59.96E-9,1.200,62.33E-9,822.8E-3,70.28E-9,1.200,71.56E-9,805.6E-3
45.16E-9,1.200,45.53E-9,635.0E-3,46.31E-9,780.1E-3,46.90E-9,755.7E-3,47.65E-9,794.0E-3,50.14E-9,1.200,54.85E-9,1.200,60.15E-9,1.200,62.80E-9,893.0E-3,70.52E-9,1.200,72.09E-9,869.4E-3
45.20E-9,1.200,45.59E-9,701.7E-3,46.35E-9,808.0E-3,46.97E-9,783.9E-3,47.86E-9,854.6E-3,50.32E-9,1.200,54.94E-9,1.200,60.33E-9,1.200,63.38E-9,979.1E-3,71.02E-9,1.200,72.76E-9,949.0E-3
45.28E-9,1.200,45.63E-9,750.5E-3,46.42E-9,848.4E-3,47.08E-9,828.1E-3,48.10E-9,928.4E-3,50.47E-9,1.200,55.10E-9,1.200,60.68E-9,1.200,63.57E-9,1.008,72.01E-9,1.200,73.67E-9,1.058
45.44E-9,1.200,45.66E-9,784.7E-3,46.55E-9,922.7E-3,47.27E-9,905.4E-3,48.43E-9,1.026,50.79E-9,1.200,55.25E-9,1.200,61.39E-9,1.200,63.96E-9,1.066,73.61E-9,1.200,74.26E-9,1.129
45.76E-9,1.200,45.69E-9,815.3E-3,46.70E-9,1.015,47.49E-9,992.5E-3,48.72E-9,1.113,51.43E-9,1.200,55.54E-9,1.200,62.80E-9,1.200,64.40E-9,1.133,75.21E-9,1.200,74.85E-9,1.200
46.40E-9,1.200,45.71E-9,846.0E-3,46.86E-9,1.108,47.77E-9,1.106,49.01E-9,1.200,52.69E-9,1.200,56.13E-9,1.200,64.40E-9,1.200,64.85E-9,1.200,76.81E-9,1.200,75.02E-9,1.200
47.68E-9,1.200,45.74E-9,876.5E-3,47.01E-9,1.200,48.01E-9,1.200,49.11E-9,1.200,54.29E-9,1.200,57.30E-9,1.200,66.00E-9,1.200,64.98E-9,1.200,78.41E-9,1.200,75.31E-9,1.200
49.28E-9,1.200,45.77E-9,915.6E-3,47.06E-9,1.200,48.09E-9,1.200,49.25E-9,1.200,55.89E-9,1.200,58.90E-9,1.200,67.60E-9,1.200,65.21E-9,1.200,79.75E-9,1.200,75.58E-9,1.200
50.88E-9,1.200,45.82E-9,974.4E-3,47.13E-9,1.200,48.20E-9,1.200,49.38E-9,1.200,57.49E-9,1.200,60.50E-9,1.200,68.68E-9,1.200,65.42E-9,1.200,80.00E-9,1.167,76.11E-9,1.200
52.48E-9,1.200,45.90E-9,1.066,47.20E-9,1.200,48.30E-9,1.200,49.63E-9,1.200,58.70E-9,1.200,62.10E-9,1.200,69.75E-9,1.200,65.83E-9,1.200, , ,77.19E-9,1.200
53.69E-9,1.200,45.95E-9,1.133,47.33E-9,1.200,48.49E-9,1.200,50.13E-9,1.200,59.91E-9,1.200,63.43E-9,1.200,70.00E-9,1.157,66.66E-9,1.200, , ,78.79E-9,1.200
54.91E-9,1.200,46.01E-9,1.200,47.59E-9,1.200,48.89E-9,1.200,51.14E-9,1.200,60.13E-9,1.147,64.75E-9,1.200,70.38E-9,1.092,68.26E-9,1.200, , ,80.00E-9,1.200
54.92E-9,496.8E-3,46.03E-9,1.200,48.11E-9,1.200,49.68E-9,1.200,52.74E-9,1.200,60.49E-9,1.062,65.00E-9,1.151,70.72E-9,1.034,69.86E-9,1.200, , , , 
54.92E-9,822.9E-15,46.06E-9,1.200,49.15E-9,1.200,51.26E-9,1.200,54.34E-9,1.200,60.80E-9,987.0E-3,65.40E-9,1.070,71.39E-9,919.2E-3,71.46E-9,1.200, , , , 
54.92E-9,0.000,46.08E-9,1.200,50.75E-9,1.200,52.86E-9,1.200,55.94E-9,1.200,61.42E-9,837.1E-3,65.75E-9,999.5E-3,72.20E-9,779.9E-3,73.06E-9,1.200, , , , 
54.92E-9,0.000,46.13E-9,1.200,52.35E-9,1.200,54.46E-9,1.200,57.54E-9,1.200,61.94E-9,714.5E-3,66.46E-9,857.8E-3,72.88E-9,664.2E-3,73.91E-9,1.200, , , , 
54.92E-9,0.000,46.24E-9,1.200,53.95E-9,1.200,56.06E-9,1.200,58.91E-9,1.200,62.21E-9,649.3E-3,67.09E-9,732.6E-3,73.13E-9,621.3E-3,74.75E-9,1.200, , , , 
54.92E-9,0.000,46.44E-9,1.200,55.55E-9,1.200,56.98E-9,1.200,59.11E-9,1.140,62.37E-9,611.2E-3,67.47E-9,656.4E-3,73.31E-9,589.8E-3,74.92E-9,1.174, , , , 
54.93E-9,0.000,46.86E-9,1.200,56.91E-9,1.200,57.91E-9,1.200,59.45E-9,1.038,62.51E-9,578.2E-3,67.67E-9,617.4E-3,73.52E-9,554.4E-3,75.26E-9,1.124, , , , 
54.93E-9,0.000,47.68E-9,1.200,57.02E-9,1.137,58.03E-9,1.153,59.76E-9,945.8E-3,62.65E-9,544.8E-3,67.83E-9,585.8E-3,73.72E-9,519.9E-3,75.55E-9,1.080, , , , 
54.95E-9,0.000,49.28E-9,1.200,57.19E-9,1.033,58.24E-9,1.068,60.32E-9,777.3E-3,62.81E-9,505.8E-3,67.99E-9,552.2E-3,73.92E-9,486.4E-3,76.15E-9,990.2E-3, , , , 
54.96E-9,0.000,50.88E-9,1.200,57.42E-9,897.3E-3,58.45E-9,983.3E-3,60.72E-9,658.7E-3,62.94E-9,473.4E-3,68.17E-9,517.4E-3,74.07E-9,461.3E-3,76.94E-9,871.2E-3, , , , 
54.97E-9,0.000,52.48E-9,1.200,57.68E-9,740.1E-3,58.88E-9,814.5E-3,60.87E-9,612.1E-3,63.05E-9,447.3E-3,68.33E-9,484.5E-3,74.19E-9,440.4E-3,77.76E-9,748.8E-3, , , , 
54.98E-9,0.000,54.08E-9,1.200,57.88E-9,619.6E-3,59.19E-9,690.2E-3,60.99E-9,577.3E-3,63.14E-9,426.5E-3,68.46E-9,458.4E-3,74.33E-9,415.2E-3,78.53E-9,633.0E-3, , , , 
54.99E-9,0.000,55.00E-9,1.200,57.97E-9,569.8E-3,59.34E-9,631.0E-3,61.12E-9,539.3E-3,63.22E-9,407.1E-3,68.57E-9,437.3E-3,74.45E-9,395.6E-3,78.79E-9,594.9E-3, , , , 
55.00E-9,0.000,55.91E-9,1.200,58.06E-9,511.8E-3,59.44E-9,592.0E-3,61.25E-9,500.5E-3,63.30E-9,387.5E-3,68.69E-9,412.8E-3,74.60E-9,370.0E-3,79.01E-9,562.1E-3, , , , 
55.01E-9,0.000,55.97E-9,1.124,58.13E-9,468.9E-3,59.55E-9,545.0E-3,61.37E-9,464.6E-3,63.41E-9,361.5E-3,68.79E-9,392.4E-3,74.90E-9,319.0E-3,79.22E-9,530.7E-3, , , , 
55.03E-9,0.000,56.07E-9,1.006,58.18E-9,443.2E-3,59.65E-9,508.0E-3,61.46E-9,437.7E-3,63.62E-9,310.8E-3,68.92E-9,368.2E-3,75.18E-9,269.7E-3,79.45E-9,496.0E-3, , , , 
55.04E-9,0.000,56.21E-9,843.8E-3,58.21E-9,421.0E-3,59.70E-9,487.0E-3,61.53E-9,416.2E-3,63.85E-9,255.8E-3,69.15E-9,320.9E-3,75.66E-9,188.3E-3,79.62E-9,470.6E-3, , , , 
55.07E-9,0.000,56.33E-9,696.4E-3,58.25E-9,398.2E-3,59.78E-9,452.5E-3,61.60E-9,396.2E-3,64.19E-9,175.1E-3,69.43E-9,266.4E-3,76.23E-9,91.41E-3,79.76E-9,448.9E-3, , , , 
55.10E-9,0.000,56.40E-9,613.1E-3,58.29E-9,375.2E-3,59.85E-9,427.5E-3,61.66E-9,376.1E-3,64.61E-9,74.59E-3,69.81E-9,190.6E-3,76.76E-9,2.665E-15,79.88E-9,431.2E-3, , , , 
55.15E-9,0.000,56.45E-9,558.1E-3,58.34E-9,346.5E-3,59.90E-9,405.6E-3,61.75E-9,349.6E-3,64.92E-9,888.2E-18,70.30E-9,92.49E-3,76.88E-9,20.25E-3,80.00E-9,413.5E-3, , , , 
55.25E-9,0.000,56.50E-9,496.7E-3,58.38E-9,322.6E-3,59.98E-9,376.2E-3,61.92E-9,298.9E-3,65.00E-9,0.000,70.76E-9,0.000,77.07E-9,52.52E-3, , , , , , 
55.45E-9,0.000,56.55E-9,445.2E-3,58.43E-9,291.6E-3,60.03E-9,354.9E-3,62.12E-9,240.0E-3,65.06E-9,15.27E-3,70.86E-9,20.33E-3,77.23E-9,81.03E-3, , , , , , 
55.86E-9,0.000,56.57E-9,419.2E-3,58.51E-9,244.6E-3,60.10E-9,327.4E-3,62.40E-9,154.9E-3,65.17E-9,41.04E-3,71.02E-9,52.82E-3,77.57E-9,138.0E-3, , , , , , 
56.66E-9,0.000,56.59E-9,391.4E-3,58.63E-9,170.3E-3,60.21E-9,282.8E-3,62.66E-9,77.44E-3,65.25E-9,59.19E-3,71.17E-9,81.52E-3,78.23E-9,252.1E-3, , , , , , 
58.26E-9,0.000,56.62E-9,358.2E-3,58.78E-9,85.15E-3,60.39E-9,210.3E-3,62.92E-9,666.1E-18,65.40E-9,95.48E-3,71.46E-9,138.9E-3,78.84E-9,356.5E-3, , , , , , 
59.86E-9,0.000,56.64E-9,332.7E-3,58.92E-9,0.000,60.62E-9,119.8E-3,63.01E-9,0.000,65.70E-9,168.1E-3,72.03E-9,253.7E-3,79.52E-9,472.8E-3, , , , , , 
61.46E-9,0.000,56.67E-9,300.0E-3,58.97E-9,0.000,60.77E-9,59.90E-3,63.14E-9,0.000,66.14E-9,274.0E-3,72.55E-9,357.7E-3,79.75E-9,511.0E-3, , , , , , 
63.06E-9,0.000,56.70E-9,267.0E-3,59.03E-9,0.000,60.92E-9,2.665E-15,63.26E-9,0.000,66.60E-9,382.2E-3,73.14E-9,474.4E-3,80.00E-9,554.6E-3, , , , , , 
64.03E-9,0.000,56.72E-9,235.0E-3,59.10E-9,0.000,60.99E-9,0.000,63.49E-9,0.000,66.88E-9,451.0E-3,73.33E-9,512.9E-3, , , , , , , , 
65.00E-9,0.000,56.76E-9,196.0E-3,59.22E-9,0.000,61.07E-9,0.000,63.96E-9,0.000,67.04E-9,489.4E-3,73.49E-9,545.7E-3, , , , , , , , 
65.01E-9,696.0E-3,56.80E-9,140.3E-3,59.47E-9,0.000,61.15E-9,0.000,64.48E-9,0.000,67.18E-9,521.4E-3,73.65E-9,577.5E-3, , , , , , , , 
65.01E-9,1.200,56.86E-9,70.17E-3,59.96E-9,0.000,61.30E-9,0.000,65.00E-9,0.000,67.32E-9,555.8E-3,73.78E-9,602.2E-3, , , , , , , , 
65.01E-9,1.200,56.92E-9,0.000,60.95E-9,0.000,61.61E-9,0.000,65.10E-9,28.65E-3,67.46E-9,589.4E-3,73.91E-9,628.5E-3, , , , , , , , 
65.01E-9,1.200,56.94E-9,0.000,62.55E-9,0.000,62.23E-9,0.000,65.28E-9,85.15E-3,67.61E-9,624.2E-3,74.03E-9,652.0E-3, , , , , , , , 
65.01E-9,1.200,56.97E-9,0.000,63.77E-9,0.000,63.48E-9,0.000,65.45E-9,135.5E-3,67.72E-9,650.5E-3,74.13E-9,672.7E-3, , , , , , , , 
65.01E-9,1.200,57.00E-9,0.000,65.00E-9,0.000,65.00E-9,0.000,65.79E-9,236.3E-3,67.81E-9,672.9E-3,74.22E-9,691.8E-3, , , , , , , , 
65.02E-9,1.200,57.06E-9,0.000,65.10E-9,60.27E-3,65.14E-9,56.22E-3,66.16E-9,347.3E-3,67.91E-9,696.0E-3,74.33E-9,711.8E-3, , , , , , , , 
65.02E-9,1.200,57.16E-9,0.000,65.27E-9,161.8E-3,65.38E-9,153.2E-3,66.54E-9,462.0E-3,68.00E-9,718.6E-3,74.45E-9,736.6E-3, , , , , , , , 
65.04E-9,1.200,57.37E-9,0.000,65.48E-9,288.7E-3,65.67E-9,266.5E-3,66.68E-9,504.2E-3,68.09E-9,741.2E-3,74.69E-9,785.4E-3, , , , , , , , 
65.05E-9,1.200,57.78E-9,0.000,65.68E-9,404.4E-3,65.96E-9,381.2E-3,66.80E-9,538.4E-3,68.26E-9,781.3E-3,74.94E-9,835.2E-3, , , , , , , , 
65.06E-9,1.200,58.60E-9,0.000,65.79E-9,473.0E-3,66.15E-9,458.9E-3,66.92E-9,573.8E-3,68.49E-9,836.5E-3,75.31E-9,908.7E-3, , , , , , , , 
65.07E-9,1.200,60.20E-9,0.000,65.87E-9,516.6E-3,66.26E-9,501.0E-3,67.01E-9,602.9E-3,68.78E-9,906.1E-3,75.76E-9,999.0E-3, , , , , , , , 
65.08E-9,1.200,61.80E-9,0.000,65.96E-9,570.4E-3,66.35E-9,537.2E-3,67.12E-9,635.1E-3,69.17E-9,997.7E-3,75.91E-9,1.029, , , , , , , , 
65.09E-9,1.200,63.40E-9,0.000,66.02E-9,610.7E-3,66.44E-9,574.3E-3,67.21E-9,661.4E-3,69.64E-9,1.112,76.21E-9,1.088, , , , , , , , 
65.10E-9,1.200,65.00E-9,0.000,66.06E-9,635.1E-3,66.54E-9,615.7E-3,67.28E-9,683.3E-3,70.01E-9,1.200,76.49E-9,1.144, , , , , , , , 
65.11E-9,1.200,65.08E-9,95.22E-3,66.13E-9,674.5E-3,66.64E-9,652.9E-3,67.37E-9,708.1E-3,70.14E-9,1.200,76.77E-9,1.200, , , , , , , , 
65.13E-9,1.200,65.20E-9,233.0E-3,66.18E-9,702.5E-3,66.71E-9,681.2E-3,67.44E-9,730.2E-3,70.32E-9,1.200,76.86E-9,1.200, , , , , , , , 
65.16E-9,1.200,65.28E-9,331.1E-3,66.22E-9,726.8E-3,66.77E-9,704.1E-3,67.52E-9,754.2E-3,70.47E-9,1.200,77.01E-9,1.200, , , , , , , , 
65.20E-9,1.200,65.38E-9,450.5E-3,66.27E-9,756.0E-3,66.84E-9,733.9E-3,67.65E-9,794.0E-3,70.79E-9,1.200,77.16E-9,1.200, , , , , , , , 
65.28E-9,1.200,65.43E-9,514.0E-3,66.31E-9,780.1E-3,66.90E-9,755.9E-3,67.86E-9,854.6E-3,71.43E-9,1.200,77.44E-9,1.200, , , , , , , , 
65.44E-9,1.200,65.48E-9,565.3E-3,66.35E-9,808.0E-3,66.97E-9,784.2E-3,68.10E-9,928.4E-3,72.69E-9,1.200,78.01E-9,1.200, , , , , , , , 
65.76E-9,1.200,65.52E-9,618.5E-3,66.42E-9,848.4E-3,67.08E-9,828.5E-3,68.43E-9,1.026,74.29E-9,1.200,79.14E-9,1.200, , , , , , , , 
66.40E-9,1.200,65.57E-9,673.4E-3,66.55E-9,922.7E-3,67.27E-9,906.2E-3,68.72E-9,1.113,75.89E-9,1.200,80.00E-9,1.200, , , , , , , , 
67.68E-9,1.200,65.60E-9,707.9E-3,66.70E-9,1.015,67.49E-9,993.5E-3,69.01E-9,1.200,77.49E-9,1.200, , , , , , , , , , 
69.28E-9,1.200,65.62E-9,736.0E-3,66.86E-9,1.108,67.78E-9,1.107,69.11E-9,1.200,78.70E-9,1.200, , , , , , , , , , 
70.88E-9,1.200,65.64E-9,765.8E-3,67.01E-9,1.200,68.01E-9,1.200,69.25E-9,1.200,79.91E-9,1.200, , , , , , , , , , 
72.48E-9,1.200,65.67E-9,792.8E-3,67.06E-9,1.200,68.09E-9,1.200,69.38E-9,1.200,80.00E-9,1.178, , , , , , , , , , 
73.69E-9,1.200,65.69E-9,819.8E-3,67.13E-9,1.200,68.20E-9,1.200,69.63E-9,1.200, , , , , , , , , , , , 
74.91E-9,1.200,65.72E-9,849.7E-3,67.20E-9,1.200,68.29E-9,1.200,70.13E-9,1.200, , , , , , , , , , , , 
74.92E-9,496.8E-3,65.74E-9,882.5E-3,67.33E-9,1.200,68.49E-9,1.200,71.14E-9,1.200, , , , , , , , , , , , 
74.92E-9,0.000,65.78E-9,925.9E-3,67.59E-9,1.200,68.88E-9,1.200,72.74E-9,1.200, , , , , , , , , , , , 
74.92E-9,0.000,65.83E-9,989.5E-3,68.11E-9,1.200,69.67E-9,1.200,74.34E-9,1.200, , , , , , , , , , , , 
74.92E-9,0.000,65.91E-9,1.086,69.15E-9,1.200,71.24E-9,1.200,75.94E-9,1.200, , , , , , , , , , , , 
74.92E-9,0.000,65.96E-9,1.143,70.75E-9,1.200,72.84E-9,1.200,77.54E-9,1.200, , , , , , , , , , , , 
74.92E-9,0.000,66.01E-9,1.200,72.35E-9,1.200,74.44E-9,1.200,78.91E-9,1.200, , , , , , , , , , , , 
74.93E-9,0.000,66.03E-9,1.200,73.95E-9,1.200,76.04E-9,1.200,79.09E-9,1.145, , , , , , , , , , , , 
74.93E-9,0.000,66.05E-9,1.200,75.55E-9,1.200,76.97E-9,1.200,79.41E-9,1.049, , , , , , , , , , , , 
74.95E-9,0.000,66.08E-9,1.200,76.91E-9,1.200,77.91E-9,1.200,79.72E-9,958.4E-3, , , , , , , , , , , , 
74.96E-9,0.000,66.12E-9,1.200,77.02E-9,1.137,78.05E-9,1.143,80.00E-9,873.8E-3, , , , , , , , , , , , 
74.97E-9,0.000,66.22E-9,1.200,77.19E-9,1.033,78.30E-9,1.045, , , , , , , , , , , , , , 
74.98E-9,0.000,66.41E-9,1.200,77.42E-9,897.3E-3,78.52E-9,958.2E-3, , , , , , , , , , , , , , 
74.99E-9,0.000,66.80E-9,1.200,77.68E-9,740.1E-3,78.82E-9,838.9E-3, , , , , , , , , , , , , , 
75.00E-9,0.000,67.57E-9,1.200,77.88E-9,619.5E-3,79.12E-9,718.4E-3, , , , , , , , , , , , , , 
75.01E-9,0.000,69.10E-9,1.200,77.97E-9,569.8E-3,79.30E-9,647.3E-3, , , , , , , , , , , , , , 
75.03E-9,0.000,70.70E-9,1.200,78.06E-9,511.7E-3,79.40E-9,604.9E-3, , , , , , , , , , , , , , 
75.04E-9,0.000,72.30E-9,1.200,78.13E-9,468.9E-3,79.50E-9,567.4E-3, , , , , , , , , , , , , , 
75.07E-9,0.000,73.90E-9,1.200,78.18E-9,443.2E-3,79.59E-9,530.1E-3, , , , , , , , , , , , , , 
75.10E-9,0.000,74.91E-9,1.200,78.21E-9,421.0E-3,79.70E-9,486.4E-3, , , , , , , , , , , , , , 
75.15E-9,0.000,75.91E-9,1.200,78.25E-9,398.2E-3,79.79E-9,448.6E-3, , , , , , , , , , , , , , 
75.25E-9,0.000,75.98E-9,1.122,78.29E-9,375.2E-3,79.86E-9,420.9E-3, , , , , , , , , , , , , , 
75.45E-9,0.000,76.08E-9,1.001,78.34E-9,346.5E-3,79.92E-9,398.5E-3, , , , , , , , , , , , , , 
75.86E-9,0.000,76.22E-9,828.4E-3,78.38E-9,322.6E-3,79.96E-9,382.6E-3, , , , , , , , , , , , , , 
76.66E-9,0.000,76.34E-9,683.9E-3,78.43E-9,291.6E-3,80.00E-9,366.8E-3, , , , , , , , , , , , , , 
78.26E-9,0.000,76.41E-9,606.4E-3,78.51E-9,244.6E-3, , , , , , , , , , , , , , , , 
79.13E-9,0.000,76.45E-9,552.6E-3,78.63E-9,170.3E-3, , , , , , , , , , , , , , , , 
80.00E-9,0.000,76.50E-9,493.7E-3,78.78E-9,85.15E-3, , , , , , , , , , , , , , , , 
 , ,76.55E-9,441.5E-3,78.92E-9,0.000, , , , , , , , , , , , , , , , 
 , ,76.57E-9,413.8E-3,78.97E-9,0.000, , , , , , , , , , , , , , , , 
 , ,76.59E-9,386.6E-3,79.03E-9,0.000, , , , , , , , , , , , , , , , 
 , ,76.62E-9,354.8E-3,79.10E-9,0.000, , , , , , , , , , , , , , , , 
 , ,76.64E-9,329.5E-3,79.22E-9,0.000, , , , , , , , , , , , , , , , 
 , ,76.67E-9,292.7E-3,79.47E-9,0.000, , , , , , , , , , , , , , , , 
 , ,76.70E-9,261.5E-3,79.73E-9,0.000, , , , , , , , , , , , , , , , 
 , ,76.73E-9,228.1E-3,80.00E-9,0.000, , , , , , , , , , , , , , , , 
 , ,76.76E-9,188.0E-3, , , , , , , , , , , , , , , , , , 
