time (s),getData("/I2/gnd" ?result "tran") tp 1e-11  (A),time (s),getData("/I2/gnd" ?result "tran") tp 1.01e-09  (A),time (s),getData("/I2/gnd" ?result "tran") tp 2.01e-09  (A),time (s),getData("/I2/gnd" ?result "tran") tp 3.01e-09  (A),time (s),getData("/I2/gnd" ?result "tran") tp 4.01e-09  (A),time (s),getData("/I2/gnd" ?result "tran") tp 5.01e-09  (A),time (s),getData("/I2/gnd" ?result "tran") tp 6.01e-09  (A),time (s),getData("/I2/gnd" ?result "tran") tp 7.01e-09  (A),time (s),getData("/I2/gnd" ?result "tran") tp 8.01e-09  (A),time (s),getData("/I2/gnd" ?result "tran") tp 9.01e-09  (A),time (s),getData("/I2/gnd" ?result "tran") tp 1.001e-08  (A)
66.40E-9,-648.5E-9,5.663E-9,-13.77E-6,66.55E-9,-2.281E-6,67.27E-9,-2.719E-6,68.72E-9,-98.50E-9,75.89E-9,462.2E-12,80.00E-9,-2.631E-9, , , , , , , , 
67.68E-9,646.3E-9,76.59E-9,-13.84E-6,66.70E-9,-493.6E-9,67.49E-9,-618.1E-9,69.01E-9,-112.0E-9,77.49E-9,-2.633E-9, , , , , , , , , , 
69.28E-9,-648.5E-9,16.59E-9,-14.01E-6,66.86E-9,-200.9E-9,67.78E-9,-123.7E-9,69.11E-9,-6.259E-9,78.70E-9,359.9E-12, , , , , , , , , , 
70.88E-9,646.3E-9,56.59E-9,-14.03E-6,67.01E-9,-207.4E-9,68.01E-9,-152.4E-9,69.25E-9,2.582E-9,79.91E-9,-2.520E-9, , , , , , , , , , 
72.48E-9,-648.5E-9,76.34E-9,-14.07E-6,67.06E-9,-22.00E-9,68.09E-9,-12.13E-9,69.38E-9,-3.671E-9,80.00E-9,70.32E-9, , , , , , , , , , 
73.69E-9,646.3E-9,45.66E-9,-14.32E-6,67.13E-9,9.669E-9,68.20E-9,6.152E-9,69.63E-9,1.032E-9, , , , , , , , , , , , 
74.91E-9,-648.5E-9,36.58E-9,-14.55E-6,67.20E-9,-6.286E-9,68.29E-9,-5.645E-9,70.13E-9,-3.060E-9, , , , , , , , , , , , 
74.92E-9,10.53E-6,76.57E-9,-14.79E-6,67.33E-9,2.497E-9,68.49E-9,2.488E-9,71.14E-9,756.4E-12, , , , , , , , , , , , 
74.92E-9,7.717E-6,16.57E-9,-14.94E-6,67.59E-9,-4.092E-9,68.88E-9,-4.301E-9,72.74E-9,-2.918E-9, , , , , , , , , , , , 
74.92E-9,-3.119E-6,56.57E-9,-14.95E-6,68.11E-9,1.600E-9,69.67E-9,1.899E-9,74.34E-9,650.0E-12, , , , , , , , , , , , 
74.92E-9,-3.087E-6,76.55E-9,-15.53E-6,69.15E-9,-3.682E-9,71.24E-9,-4.023E-9,75.94E-9,-2.814E-9, , , , , , , , , , , , 
74.92E-9,-3.063E-6,16.55E-9,-15.60E-6,70.75E-9,1.384E-9,72.84E-9,1.721E-9,77.54E-9,549.2E-12, , , , , , , , , , , , 
74.92E-9,-3.003E-6,56.55E-9,-15.62E-6,72.35E-9,-3.517E-9,74.44E-9,-3.851E-9,78.91E-9,-2.708E-9, , , , , , , , , , , , 
74.93E-9,-2.903E-6,36.53E-9,-16.12E-6,73.95E-9,1.223E-9,76.04E-9,1.553E-9,79.09E-9,88.96E-9, , , , , , , , , , , , 
74.93E-9,-2.695E-6,76.50E-9,-16.94E-6,75.55E-9,-3.361E-9,76.97E-9,-3.632E-9,79.41E-9,7.938E-9, , , , , , , , , , , , 
74.95E-9,-2.172E-6,16.50E-9,-17.01E-6,76.91E-9,1.058E-9,77.91E-9,1.288E-9,79.72E-9,-780.0E-9, , , , , , , , , , , , 
74.96E-9,-1.378E-6,56.50E-9,-17.03E-6,77.02E-9,176.1E-9,78.05E-9,118.7E-9,80.00E-9,-3.467E-6, , , , , , , , , , , , 
74.97E-9,-835.1E-9,25.65E-9,-17.14E-6,77.19E-9,61.61E-9,78.30E-9,31.70E-9, , , , , , , , , , , , , , 
74.98E-9,-423.8E-9,36.48E-9,-17.79E-6,77.42E-9,-2.293E-6,78.52E-9,-733.8E-9, , , , , , , , , , , , , , 
74.99E-9,-237.1E-9,56.40E-9,-17.84E-6,77.68E-9,-11.32E-6,78.82E-9,-5.162E-6, , , , , , , , , , , , , , 
75.00E-9,-138.0E-9,16.41E-9,-17.89E-6,77.88E-9,-19.41E-6,79.12E-9,-13.31E-6, , , , , , , , , , , , , , 
75.01E-9,-88.80E-9,76.41E-9,-18.05E-6,77.97E-9,-20.13E-6,79.30E-9,-18.34E-6, , , , , , , , , , , , , , 
75.03E-9,-60.01E-9,65.64E-9,-18.11E-6,78.06E-9,-19.48E-6,79.40E-9,-20.44E-6, , , , , , , , , , , , , , 
75.04E-9,-51.36E-9,76.45E-9,-18.38E-6,78.13E-9,-18.79E-6,79.50E-9,-20.91E-6, , , , , , , , , , , , , , 
75.07E-9,-45.86E-9,16.45E-9,-18.44E-6,78.18E-9,-18.38E-6,79.59E-9,-20.69E-6, , , , , , , , , , , , , , 
75.10E-9,-47.81E-9,56.45E-9,-18.45E-6,78.21E-9,-17.45E-6,79.70E-9,-20.40E-6, , , , , , , , , , , , , , 
75.15E-9,-45.53E-9,36.43E-9,-18.76E-6,78.25E-9,-16.13E-6,79.79E-9,-19.56E-6, , , , , , , , , , , , , , 
75.25E-9,-47.84E-9,5.641E-9,-19.18E-6,78.29E-9,-14.33E-6,79.86E-9,-18.07E-6, , , , , , , , , , , , , , 
75.45E-9,-45.52E-9,5.373E-9,-20.85E-6,78.34E-9,-12.14E-6,79.92E-9,-16.33E-6, , , , , , , , , , , , , , 
75.86E-9,-47.84E-9,65.38E-9,-21.43E-6,78.38E-9,-10.20E-6,79.96E-9,-15.09E-6, , , , , , , , , , , , , , 
76.66E-9,-45.52E-9,25.38E-9,-21.79E-6,78.43E-9,-7.980E-6,80.00E-9,-13.77E-6, , , , , , , , , , , , , , 
78.26E-9,-47.84E-9,45.63E-9,-22.57E-6,78.51E-9,-4.868E-6, , , , , , , , , , , , , , , , 
79.13E-9,-45.52E-9,45.40E-9,-23.14E-6,78.63E-9,-1.698E-6, , , , , , , , , , , , , , , , 
80.00E-9,-47.84E-9,25.62E-9,-24.36E-6,78.78E-9,-222.7E-9, , , , , , , , , , , , , , , , 
 , ,65.62E-9,-25.78E-6,78.92E-9,-33.45E-9, , , , , , , , , , , , , , , , 
 , ,5.429E-9,-26.16E-6,78.97E-9,-47.72E-9, , , , , , , , , , , , , , , , 
 , ,65.43E-9,-26.51E-6,79.03E-9,-46.26E-9, , , , , , , , , , , , , , , , 
 , ,25.44E-9,-26.84E-6,79.10E-9,-46.85E-9, , , , , , , , , , , , , , , , 
 , ,5.615E-9,-27.17E-6,79.22E-9,-46.57E-9, , , , , , , , , , , , , , , , 
 , ,45.45E-9,-27.79E-6,79.47E-9,-46.77E-9, , , , , , , , , , , , , , , , 
 , ,5.472E-9,-29.64E-6,79.73E-9,-46.61E-9, , , , , , , , , , , , , , , , 
 , ,65.48E-9,-29.91E-6,80.00E-9,-46.75E-9, , , , , , , , , , , , , , , , 
 , ,25.48E-9,-30.13E-6, , , , , , , , , , , , , , , , , , 
 , ,25.60E-9,-30.35E-6, , , , , , , , , , , , , , , , , , 
 , ,45.49E-9,-30.84E-6, , , , , , , , , , , , , , , , , , 
 , ,65.60E-9,-31.02E-6, , , , , , , , , , , , , , , , , , 
 , ,5.591E-9,-31.59E-6, , , , , , , , , , , , , , , , , , 
 , ,45.59E-9,-31.75E-6, , , , , , , , , , , , , , , , , , 
 , ,5.518E-9,-32.04E-6, , , , , , , , , , , , , , , , , , 
 , ,65.52E-9,-32.14E-6, , , , , , , , , , , , , , , , , , 
 , ,25.52E-9,-32.26E-6, , , , , , , , , , , , , , , , , , 
 , ,45.53E-9,-32.55E-6, , , , , , , , , , , , , , , , , , 
 , ,25.57E-9,-32.71E-6, , , , , , , , , , , , , , , , , , 
 , ,65.57E-9,-32.81E-6, , , , , , , , , , , , , , , , , , 
 , ,5.562E-9,-32.85E-6, , , , , , , , , , , , , , , , , , 
